,31.04638671875,40.71478271484375,45,100794.0390625,4,1012,93
,31.04638671875,40.76055908203125,45,100794.0390625,1,951,83
,31.057113647460938,40.8597412109375,46,100782.234375,3,1029,95
,31.067832946777344,41.027587890625,43,100817.6328125,4,1086,104
,31.07855987548828,41.2259521484375,44,100805.8359375,1,1060,100
,31.08928680419922,41.4395751953125,43,100817.6328125,5,1086,104
,31.100013732910156,41.637939453125,43,100817.6328125,6,1110,108
,31.08928680419922,41.79052734375,45,100794.0390625,4,1153,114
,31.110740661621094,41.8515625,46,100782.234375,8,1307,138
,31.1214599609375,41.85919189453125,42,100829.4375,4,1321,140
,31.1214599609375,41.82867431640625,45,100794.0390625,7,1047,98
,31.132186889648438,41.8057861328125,46,100782.234375,4,1001,91
,31.132186889648438,41.78289794921875,45,100794.0390625,2,951,83
,31.132186889648438,41.78289794921875,45,100794.0390625,3,1047,98
,31.153640747070312,41.82867431640625,44,100805.8359375,3,1110,108
,31.153640747070312,41.9278564453125,44,100805.8359375,2,1274,133
,31.16436004638672,42.27880859375,44,100805.8359375,5,1502,173
,31.16436004638672,42.370361328125,43,100817.6328125,5,1568,220
,31.175086975097656,42.2940673828125,42,100829.4375,3,1624,266
,31.175086975097656,42.17962646484375,43,100817.6328125,4,1612,257
,31.185813903808594,42.095703125,42,100829.4375,8,1543,202
,31.185813903808594,42.05755615234375,46,100782.234375,3,1518,184
,31.185813903808594,42.02703857421875,46,100782.234375,4,1380,149
,31.207260131835938,42.2025146484375,43,100817.6328125,4,1458,161
,31.207260131835938,42.431396484375,43,100817.6328125,4,1514,181
,31.207260131835938,42.4619140625,42,100829.4375,3,1518,184
,31.207260131835938,42.46954345703125,46,100782.234375,5,1532,193
,31.217987060546875,42.68316650390625,42,100829.4375,4,1568,220
,31.217987060546875,42.95782470703125,46,100782.234375,7,1557,212
,31.228713989257812,43.25537109375,45,100794.0390625,0,1568,220
,31.250160217285156,43.29351806640625,45,100794.0390625,4,1557,212
,31.23944091796875,43.33929443359375,45,100794.0390625,7,1542,200
,31.23944091796875,43.61395263671875,45,100794.0390625,9,1553,209
,31.260887145996094,43.6368408203125,45,100794.0390625,8,1585,232
,31.250160217285156,43.36981201171875,44,100805.8359375,4,1557,212
,31.250160217285156,43.23248291015625,45,100794.0390625,3,1546,204
,31.28234100341797,43.26300048828125,44,100805.8359375,4,1557,212
,31.260887145996094,43.2706298828125,45,100794.0390625,9,1521,186
,31.27161407470703,43.285888671875,45,100794.0390625,6,1517,183
,31.28234100341797,43.25537109375,44,100805.8359375,7,1517,183
,31.293060302734375,43.346923828125,45,100794.0390625,7,1553,209
,31.28234100341797,43.468994140625,44,100805.8359375,8,1553,209
,31.293060302734375,43.4842529296875,43,100817.6328125,2,1536,196
,31.293060302734375,43.44610595703125,43,100817.6328125,10,1153,114
,31.293060302734375,43.4842529296875,43,100817.6328125,5,1131,111
,31.293060302734375,43.49951171875,42,100829.4375,4,1181,118
,31.303787231445312,43.43084716796875,42,100829.4375,5,1131,111
,31.303787231445312,43.32403564453125,46,100782.234375,7,885,73
,31.31451416015625,43.20196533203125,42,100829.4375,6,920,79
,31.325241088867188,43.07989501953125,46,100782.234375,5,874,72
,31.31451416015625,42.88916015625,45,100794.0390625,5,863,70
,31.325241088867188,42.86627197265625,42,100829.4375,17,1019,94
,31.325241088867188,42.9349365234375,42,100829.4375,4,1038,97
,31.325241088867188,43.4842529296875,46,100782.234375,5,1090,105
,31.31451416015625,43.5452880859375,46,100782.234375,8,1105,107
,31.31451416015625,43.35455322265625,45,100794.0390625,7,1090,105
,31.31451416015625,43.163818359375,46,100782.234375,10,1053,99
,31.325241088867188,43.11041259765625,45,100794.0390625,10,863,70
,31.31451416015625,43.04937744140625,44,100805.8359375,4,778,57
,31.325241088867188,42.9501953125,44,100805.8359375,5,942,82
,31.325241088867188,42.86627197265625,44,100805.8359375,6,1090,105
,31.31451416015625,42.80523681640625,43,100817.6328125,7,1389,150
,31.31451416015625,42.71368408203125,43,100817.6328125,10,1536,196
,31.335960388183594,42.62213134765625,42,100829.4375,8,1601,246
