,296,0.912867032647,0.549162563683,0.66372386046,11
,457,1.04583746551,0.77914063833,0.293294992384,10
,72,1.23635432427,0.287816184853,0.967882614888,11
,341,0.656459511217,0.637625656033,0.71434934614,8
,41,2.57428615624,0.333721054188,0.0103818730415,7
,40,0.846709154439,0.829211018518,0.699290229307,13
,540,0.0208848745369,0.630388759295,0.785946844071,9
,453,0.228589906925,0.470376477344,0.00939734454763,13
,331,2.93123700643,0.236424817135,0.291650906429,12
,214,2.67895875232,0.757146910641,0.221757738868,10
,500,2.66640541771,0.428835001437,0.229888178878,9
,551,1.48041391415,0.18463623497,0.997026852683,8
,65,0.0358054923404,0.194359204222,0.987822317552,12
,182,2.28187034158,0.110348921693,0.884073486785,7
,576,0.256241052348,0.384996822147,0.0837100451173,10
,353,0.312726228137,0.888156309205,0.0695865691419,8
,491,0.0593438008266,0.834214917225,0.866774010843,7
,7,1.61091654362,0.96863179499,0.276434703847,12
,121,1.07146997991,0.27850555261,0.353364565235,9
,207,2.54024154226,0.913095950804,0.759335741246,12
,70,2.98062724971,0.108070407482,0.492056844467,10
,222,2.11596742243,0.0853840944382,0.267650533903,10
,461,1.19812101166,0.281592678194,0.686930960798,7
,71,0.281907258814,0.245321930912,0.152501707649,12
,128,1.7115163472,0.446537396648,0.319870029294,7
,392,0.750232954287,0.917912736188,0.413112413577,7
,284,1.61089761449,0.224822160159,0.17833647304,13
,21,0.755080530305,0.685922473851,0.0692267050406,10
,312,1.33824911822,0.373912844998,0.394560824711,11
,16,1.85494876165,0.11368479274,0.37127366035,11
,4,1.35121875707,0.376634248348,0.95716554522,7
,88,2.41350121277,0.702466297187,0.567726481645,12
,77,1.37345024012,0.911441076238,0.918084079512,9
,511,0.851495767641,0.855253376352,0.433438397088,13
